"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"27428991-2023";"Mandado de prisão";"Miguel Couto";2023-07-02 00:00:00;"Julho";2023
"17918911-2023";"Furto a estabelecimento comercial";"Campos";2023-07-02 00:00:00;"Julho";2023
"65703721-2023";"Furto de celular";"Copacabana";2023-07-02 00:00:00;"Julho";2023
"65025441-2023";"Roubo a residência";"Niterói";2023-07-02 00:00:00;"Julho";2023
"99002471-2023";"Posse e uso";"Campos";2023-07-02 00:00:00;"Julho";2023
"70917601-2023";"Posse e uso";"Volta Redonda";2023-07-02 00:00:00;"Julho";2023
"56862071-2023";"Apreensão de veículo";"Austin";2023-07-02 00:00:00;"Julho";2023
"43794261-2023";"Mandado de prisão";"Macaé";2023-07-02 00:00:00;"Julho";2023
"63050541-2023";"Apreensão de material";"Botafogo";2023-07-02 00:00:00;"Julho";2023
"48291461-2023";"Posse e uso";"Campos";2023-07-02 00:00:00;"Julho";2023
"83643001-2023";"Furto";"Volta Redonda";2023-07-02 00:00:00;"Julho";2023
"59494341-2023";"Posse e uso";"Lapa";2023-07-01 00:00:00;"Julho";2023
"90202331-2023";"Apreensão de veículo";"Queimados";2023-07-02 00:00:00;"Julho";2023
"12383161-2023";"Adulteração do sinal identificador de veículo";"São Gonçalo";2023-07-02 00:00:00;"Julho";2023
"95609201-2023";"Receptação";"São Gonçalo";2023-07-02 00:00:00;"Julho";2023
"06201711-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-03 00:00:00;"Julho";2023
"23424591-2023";"Apreensão de veículo";"Nilópolis";2023-06-30 00:00:00;"Junho";2023
"88978061-2023";"Furto qualificado";"Méier";2023-06-30 00:00:00;"Junho";2023
"17446511-2023";"Desobediência";"Niterói";2023-06-30 00:00:00;"Junho";2023
"20865981-2023";"Furto";"Ipanema";2023-06-29 00:00:00;"Junho";2023
"94673861-2023";"Apreensão de veículo";"Nova Iguaçu";2023-06-30 00:00:00;"Junho";2023
"22692551-2023";"Adulteração do sinal identificador de veículo";"Ipanema";2023-06-29 00:00:00;"Junho";2023
"59223091-2023";"Receptação";"Niterói";2023-06-30 00:00:00;"Junho";2023
"79262591-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-30 00:00:00;"Junho";2023
"59272721-2023";"Apreensão de veículo";"Itaboraí";2023-06-30 00:00:00;"Junho";2023
"37720591-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-06-30 00:00:00;"Junho";2023
"55046961-2023";"Clonagem de veículo";"Itaboraí";2023-06-30 00:00:00;"Junho";2023
NA;"Apreensão de veículo";"Magé E Piabetá";2023-07-01 00:00:00;"Julho";NA
"69192101-2023";"Lesão corporal";"Niterói";2023-07-01 00:00:00;"Julho";2023
"38287041-2023";"Crime ambiental";"Méier";2023-06-30 00:00:00;"Junho";2023
"05069291-2023";"Posse e uso";"Méier";2023-07-01 00:00:00;"Julho";2023
"30033201-2023";"Exercício ilegal da profissão";"Aterro";2023-07-01 00:00:00;"Julho";2023
"21302741-2023";"Posse e uso";"Japeri";2023-07-01 00:00:00;"Julho";2023
"82211471-2023";"Arma de fogo";"Miguel Pereira";2023-07-01 00:00:00;"Julho";2023
"39003831-2023";"Mandado de prisão";"Japeri";2023-07-01 00:00:00;"Julho";2023
"69946491-2023";"Mandado de prisão";"Niterói";2023-07-01 00:00:00;"Julho";2023
"65022411-2023";"Apreensão de veículo";"Volta Redonda";2023-07-01 00:00:00;"Julho";2023
"06241981-2023";"Desobediência";"Itaboraí";2023-07-01 00:00:00;"Julho";2023
"10006221-2023";"Lesão corporal";"Itaboraí";2023-07-01 00:00:00;"Julho";2023
"77184191-2023";"Mandado de prisão";"Magé E Piabetá";2023-07-02 00:00:00;"Julho";2023
"50116111-2023";"Posse e uso";"Miguel Pereira";2023-07-02 00:00:00;"Julho";2023
"22930401-2023";"Posse e uso";"Três Rios";2023-07-02 00:00:00;"Julho";2023
"25403381-2023";"Roubo";"Lapa";2023-07-01 00:00:00;"Julho";2023
"33378381-2023";"Roubo";"Lapa";2023-07-01 00:00:00;"Julho";2023
"23044611-2023";"Desacato";"Lapa";2023-07-02 00:00:00;"Julho";2023
"41573951-2023";"Dirigir sem cnh";"Mesquita";2023-07-02 00:00:00;"Julho";2023
"22554601-2023";"Roubo";"Copacabana";2023-07-02 00:00:00;"Julho";2023
"59245941-2023";"Consuzir veículo sem placa";"Itaboraí";2023-07-02 00:00:00;"Julho";2023
"79339111-2023";"Receptação";"Niterói";2023-07-02 00:00:00;"Julho";2023
"51682021-2023";"Apreensão de veículo";"Niterói";2023-07-02 00:00:00;"Julho";2023
"57987701-2023";"Violência doméstica";"Miguel Pereira";2023-07-02 00:00:00;"Julho";2023
"30321021-2023";"Tráfico de drogas";"Ipanema";2023-07-02 00:00:00;"Julho";2023
"47134981-2023";"Porte ilegal de arma de fogo";"Aterro";2023-07-01 00:00:00;"Julho";2023
"89737031-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-01 00:00:00;"Julho";2023
"76002071-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-01 00:00:00;"Julho";2023
"45430961-2023";"Adulteração do sinal identificador de veículo";"Nova Iguaçu";2023-07-03 00:00:00;"Julho";2023
"02431131-2023";"Furto a transeunte";"Caxias";2023-07-03 00:00:00;"Julho";2023
"83490691-2023";"Posse e uso";"Campos";2023-07-03 00:00:00;"Julho";2023
"34960921-2023";"Posse e uso";"Campos";2023-07-03 00:00:00;"Julho";2023
"06958721-2023";"Posse e uso";"Campos";2023-07-03 00:00:00;"Julho";2023
"39055891-2023";"Posse e uso";"Campos";2023-07-03 00:00:00;"Julho";2023
"23851071-2023";"Desobediência";"Macaé";2023-07-03 00:00:00;"Julho";2023
"35604531-2023";"Apreensão de veículo";"Nova Iguaçu";2023-07-03 00:00:00;"Julho";2023
"75636981-2023";"Posse e uso";"Volta Redonda";2023-07-03 00:00:00;"Julho";2023
"35169831-2023";"Posse e uso";"Volta Redonda";2023-07-03 00:00:00;"Julho";2023
"83128291-2023";"Posse e uso";"Volta Redonda";2023-07-03 00:00:00;"Julho";2023
"80736991-2023";"Mandado de prisão";"Niterói";2023-07-03 00:00:00;"Julho";2023
"79228141-2023";"Posse e uso";"Barra";2023-07-03 00:00:00;"Julho";2023
"19768921-2023";"Apreensão de veículo";"Barra";2023-07-03 00:00:00;"Julho";2023
"92509381-2023";"Apreensão de veículo";"Barra";2023-07-03 00:00:00;"Julho";2023
"78127181-2023";"Roubo a transeunte";"Barra";2023-07-03 00:00:00;"Julho";2023
"68940561-2023";"Apreensão de veículo";"Barra";2023-07-03 00:00:00;"Julho";2023
"79727761-2023";"Apreensão de veículo";"Barra";2023-07-03 00:00:00;"Julho";2023
"90473841-2023";"Mandado de prisão";"Barra";2023-07-03 00:00:00;"Julho";2023
"45451301-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-03 00:00:00;"Julho";2023
"91674871-2023";"Furto";"São Gonçalo";2023-07-03 00:00:00;"Julho";2023
"72900401-2023";"Apreensão de drogas";"Lapa";2023-07-04 00:00:00;"Julho";2023
"76902901-2023";"Posse e uso";"Japeri";2023-07-01 00:00:00;"Julho";2023
"41516021-2023";"Posse e uso";"Campos";2023-07-04 00:00:00;"Julho";2023
"93781321-2023";"Mandado de prisão";"Miguel Couto";2023-07-04 00:00:00;"Julho";2023
"64423601-2023";"Posse e uso";"Miguel Pereira";2023-07-04 00:00:00;"Julho";2023
"20009851-2023";"Posse e uso";"Campos";2023-07-04 00:00:00;"Julho";2023
"14364351-2023";"Posse e uso";"Miguel Pereira";2023-07-04 00:00:00;"Julho";2023
"95933311-2023";"Ameaça";"Centro";2023-07-04 00:00:00;"Julho";2023
"27554621-2023";"Posse e uso";"Campos";2023-07-04 00:00:00;"Julho";2023
"55857261-2023";"Posse e uso";"Miguel Pereira";2023-07-04 00:00:00;"Julho";2023
"41299751-2023";"Apreensão de veículo";"Queimados";2023-07-04 00:00:00;"Julho";2023
"17427811-2023";"Posse e uso";"Centro";2023-07-04 00:00:00;"Julho";2023
"14759961-2023";"Posse e uso";"Campos";2023-07-04 00:00:00;"Julho";2023
"62175201-2023";"Apreensão de veículo";"Austin";2023-07-04 00:00:00;"Julho";2023
"03069271-2023";"Apreensão de drogas";"Austin";2023-07-04 00:00:00;"Julho";2023
"76424741-2023";"Posse e uso";"Volta Redonda";2023-07-04 00:00:00;"Julho";2023
"25107661-2023";"Mandado de prisão";"Nilópolis";2023-07-03 00:00:00;"Julho";2023
"57026621-2023";"Recuperação de veículo";"Mesquita";2023-07-03 00:00:00;"Julho";2023
"48767041-2023";"Adulteração do sinal identificador de veículo";"Queimados";2023-07-03 00:00:00;"Julho";2023
"72259971-2023";"Apreensão de veículo";"Itaboraí";2023-07-03 00:00:00;"Julho";2023
"72607332-2023";"Apreensão de veículo";"Mesquita";2023-07-03 00:00:00;"Julho";2023
"73503671-2023";"Apreensão de veículo";"Mesquita";2023-07-03 00:00:00;"Julho";2023
"03577181-2023";"Posse e uso";"Três Rios";2023-07-03 00:00:00;"Julho";2023
"30554651-2023";"Adulteração do sinal identificador de veículo";"Grajaú E Vila Isabel";2023-07-03 00:00:00;"Julho";2023
"80645381-2023";"Adulteração do sinal identificador de veículo";"Queimados";2023-07-03 00:00:00;"Julho";2023
"88788801-2023";"Adulteração do sinal identificador de veículo";"Austin";2023-07-03 00:00:00;"Julho";2023
"56308091-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-07-03 00:00:00;"Julho";2023
"12257541-2023";"Posse e uso";"Niterói";2023-07-03 00:00:00;"Julho";2023
"77418881-2023";"Entrega direção a pessoa não habilitada";"Niterói";2023-07-03 00:00:00;"Julho";2023
"80642221-2023";"Busca e apreensão de menor";"Leblon";2023-07-03 00:00:00;"Julho";2023
"86847661-2023";"Adulteração do sinal identificador de veículo";"Niterói";2023-07-04 00:00:00;"Julho";2023
"47737211-2023";"Apreensão de veículo";"Miguel Couto";2023-07-04 00:00:00;"Julho";2023
"30562041-2023";"Apreensão de veículo";"Nilópolis";2023-07-04 00:00:00;"Julho";2023
"83737011-2023";"Apreensão de veículo";"Mesquita";2023-07-04 00:00:00;"Julho";2023
"77623701-2023";"Apreensão de veículo";"Mesquita";2023-07-04 00:00:00;"Julho";2023
"52358131-2023";"Apreensão de veículo";"Itaboraí";2023-07-04 00:00:00;"Julho";2023
"75811921-2023";"Apreensão de veículo";"Itaboraí";2023-07-04 00:00:00;"Julho";2023
"96987461-2023";"Receptação";"Queimados";2023-07-04 00:00:00;"Julho";2023
"11701011-2023";"Tráfico de drogas";"Três Rios";2023-07-04 00:00:00;"Julho";2023
"22293491-2023";"Furto";"Leblon";2023-07-04 00:00:00;"Julho";2023
"36385141-2023";"Lesão corporal";"Copacabana";2023-06-03 00:00:00;"Junho";2023
"11272331-2023";"Apreensão de material";"Nilópolis";2023-07-04 00:00:00;"Julho";2023
"60272121-2023";"Tráfico de drogas";"Miguel Pereira";2023-07-04 00:00:00;"Julho";2023
"80468841-2023";"Adulteração do sinal identificador de veículo";"Niterói";2023-07-04 00:00:00;"Julho";2023
"98380561-2023";"Mandado de prisão";"Miguel Couto";2023-07-05 00:00:00;"Julho";2023
"92799191-2023";"Furto a estabelecimento comercial";"Copacabana";2023-07-05 00:00:00;"Julho";2023
"43087721-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-05 00:00:00;"Julho";2023
"57359461-2022";"Apreensão de veículo";"Campos";2023-07-05 00:00:00;"Julho";2022
"84728681-2023";"Posse e uso";"Campos";2023-07-05 00:00:00;"Julho";2023
"91629881-2023";"Adulteração do sinal identificador de veículo";"Méier";2023-07-05 00:00:00;"Julho";2023
"87790871-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-05 00:00:00;"Julho";2023
"81302291-2023";"Lesão corporal dolosa";"Copacabana";2023-07-05 00:00:00;"Julho";2023
"34788471-2023";"Receptação";"Recreio";2023-07-05 00:00:00;"Julho";2023
"87437111-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-05 00:00:00;"Julho";2023
"49813191-2023";"Apreensão de veículo";"Seropédica";2023-07-05 00:00:00;"Julho";2023
"48435831-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-05 00:00:00;"Julho";2023
"06976941-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-05 00:00:00;"Julho";2023
"42082421-2023";"Mandado de prisão";"Japeri";2023-07-05 00:00:00;"Julho";2023
"43046371-2023";"Fato atípico";"Barra";2023-07-04 00:00:00;"Julho";2023
"20619111-2023";"Furto a estabelecimento comercial";"Barra";2023-07-04 00:00:00;"Julho";2023
"79759961-2023";"Posse e uso";"Barra";2023-07-04 00:00:00;"Julho";2023
"68311191-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-05 00:00:00;"Julho";2023
"41082491-2023";"Ameaça";"Copacabana";2023-07-05 00:00:00;"Julho";2023
"62359461-2023";"Tráfico de drogas";"Miguel Pereira";2023-07-05 00:00:00;"Julho";2023
"54334961-2023";"Mandado de prisão";"Barra";2023-07-05 00:00:00;"Julho";2023
"15574641-2023";"Apreensão de material";"Lapa";2023-07-05 00:00:00;"Julho";2023
"08685131-2023";"Arma branca";"Lapa";2023-07-06 00:00:00;"Julho";2023
"63096591-2023";"Posse e uso";"Miguel Pereira";2023-07-06 00:00:00;"Julho";2023
"97682291-2023";"Apreensão de veículo";"Nova Iguaçu";2023-07-05 00:00:00;"Julho";2023
"44890101-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-07-05 00:00:00;"Julho";2023
"37871871-2023";"Mandado de prisão";"Mesquita";2023-07-05 00:00:00;"Julho";2023
"77436001-2023";"Captura de evadido";"Lapa";2023-07-04 00:00:00;"Julho";2023
"22035251-2023";"Recuperação de veículo";"Itaboraí";2023-07-05 00:00:00;"Julho";2023
"32704621-2023";"Apreensão de veículo";"Nilópolis";2023-07-05 00:00:00;"Julho";2023
"23524181-2023";"Mandado de prisão";"Paracambi";2023-07-05 00:00:00;"Julho";2023
"52724431-2023";"Receptação";"Austin";2023-07-05 00:00:00;"Julho";2023
"36043322-2023";"Lesão corporal";"Itaboraí";2023-07-05 00:00:00;"Julho";2023
"29017611-2023";"Furto";"Magé E Piabetá";2023-07-05 00:00:00;"Julho";2023
"46751662-2023";"Roubo";"Niterói";2023-07-05 00:00:00;"Julho";2023
"22504841-2023";"Furto";"Niterói";2023-07-05 00:00:00;"Julho";2023
"77581091-2023";"Ato infracional análogo ao crime de furto";"Méier";2023-07-05 00:00:00;"Julho";2023
"67326141-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-07-05 00:00:00;"Julho";2023
"52639161-2023";"Furto a estabelecimento comercial";"Leblon";2023-07-05 00:00:00;"Julho";2023
"51301661-2023";"Posse e uso";"Itaboraí";2023-06-17 00:00:00;"Junho";2023
"39648331-2023";"Ato obsceno";"Itaboraí";2023-06-17 00:00:00;"Junho";2023
"02222251-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-06-27 00:00:00;"Junho";2023
"03219031-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-06-28 00:00:00;"Junho";2023
"73547891-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-06-28 00:00:00;"Junho";2023
"60193871-2023";"Exercício arbitrário das próprias razões";"Itaboraí";2023-06-28 00:00:00;"Junho";2023
"19422121-2023";"Posse e uso";"Volta Redonda";2023-07-06 00:00:00;"Julho";2023
"67361161-2023";"Apreensão de veículo";"Seropédica";2023-07-06 00:00:00;"Julho";2023
"11040611-2023";"Mandado de prisão";"Miguel Pereira";2023-07-06 00:00:00;"Julho";2023
"56172221-2023";"Roubo a estabelecimento comercial";"Nova Iguaçu";2023-07-06 00:00:00;"Julho";2023
"49066682-2023";"Posse e uso";"Nova Iguaçu";2023-07-06 00:00:00;"Julho";2023
"15654161-2023";"Posse e uso";"Campos";2023-07-06 00:00:00;"Julho";2023
"68234981-2023";"Posse e uso";"Teresópolis";2023-07-06 00:00:00;"Julho";2023
"22661021-2023";"Apreensão de veículo";"Miguel Couto";2023-07-06 00:00:00;"Julho";2023
"61727051-2023";"Recuperação de veículo";"Miguel Couto";2023-07-06 00:00:00;"Julho";2023
"51933861-2023";"Posse e uso";"Miguel Pereira";2023-07-06 00:00:00;"Julho";2023
"63114631-2023";"Direção perigosa";"São Gonçalo";2023-07-06 00:00:00;"Julho";2023
"38420911-2023";"Posse e uso";"Grajaú E Vila Isabel";2023-07-06 00:00:00;"Julho";2023
"43778511-2023";"Mandado de prisão";"Ipanema";2023-07-06 00:00:00;"Julho";2023
"65569221-2023";"Furto a estabelecimento comercial";"Niterói";2023-07-06 00:00:00;"Julho";2023
"24495511-2023";"Furto de bicicleta";"Niterói";2023-07-06 00:00:00;"Julho";2023
"24970041-2023";"Posse e uso";"Três Rios";2023-07-06 00:00:00;"Julho";2023
"64126751-2023";"Posse e uso";"Grajaú E Vila Isabel";2023-07-06 00:00:00;"Julho";2023
"08689431-2023";"Fato análogico de furto";"Laranjeiras";2023-07-06 00:00:00;"Julho";2023
"85478331-2023";"Busca e apreensão de menor";"Laranjeiras";2023-07-06 00:00:00;"Julho";2023
"45363831-2023";"Busca e apreensão de menor";"Laranjeiras";2023-07-06 00:00:00;"Julho";2023
"88571091-2023";"Mandado de prisão";"Itaboraí";2023-07-06 00:00:00;"Julho";2023
"25756531-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-07-06 00:00:00;"Julho";2023
"49713001-2023";"Adulteração do sinal identificador de veículo";"Queimados";2023-07-06 00:00:00;"Julho";2023
"28040261-2023";"Mandado de prisão";"Niterói";2023-07-06 00:00:00;"Julho";2023
"21309971-2023";"Roubo a bicicleta";"Niterói";2023-07-06 00:00:00;"Julho";2023
"93510471-2023";"Apreensão de artefato explosivo";"Niterói";2023-07-06 00:00:00;"Julho";2023
"15095821-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-07-06 00:00:00;"Julho";2023
"51762611-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-07-06 00:00:00;"Julho";2023
"80075792-2023";"Furto";"Niterói";2023-07-06 00:00:00;"Julho";2023
"77799521-2023";"Apreensão de simulacro";"Três Rios";2023-07-07 00:00:00;"Julho";2023
"56245771-2023";"Posse e uso";"Volta Redonda";2023-07-07 00:00:00;"Julho";2023
"69778451-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"18570901-2023";"Apreensão de veículo";"Austin";2023-07-07 00:00:00;"Julho";2023
"59516561-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"45304981-2023";"Apreensão de veículo";"Austin";2023-07-07 00:00:00;"Julho";2023
"69683171-2023";"Posse e uso";"Volta Redonda";2023-07-07 00:00:00;"Julho";2023
"93154651-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"62985841-2023";"Apreensão de veículo";"Austin";2023-07-07 00:00:00;"Julho";2023
"30876131-2023";"Roubo a transeunte";"Caxias";2023-07-05 00:00:00;"Julho";2023
"92414381-2023";"Furto a transeunte";"Tijuca";2023-07-07 00:00:00;"Julho";2023
"77619461-2023";"Tráfico de drogas";"Miguel Pereira";2023-07-07 00:00:00;"Julho";2023
"72055311-2023";"Apreensão de veículo";"Austin";2023-07-07 00:00:00;"Julho";2023
"76128951-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"18645361-2023";"Furto";"Recreio";2023-07-07 00:00:00;"Julho";2023
"16120741-2023";"Apreensão de veículo";"Centro";2023-07-04 00:00:00;"Julho";2023
"96344131-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"34261221-2023";"Apreensão de veículo";"Austin";2023-07-07 00:00:00;"Julho";2023
"89619891-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"10992411-2023";"Posse e uso";"Barra Do Piraí";2023-07-07 00:00:00;"Julho";2023
"16430561-2023";"Ababono de incapaz";"Niterói";2023-07-07 00:00:00;"Julho";2023
"01254411-2023";"Posse e uso";"Campos";2023-07-07 00:00:00;"Julho";2023
"50017921-2023";"Furto";"Lapa";2023-07-08 00:00:00;"Julho";2023
"65827861-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-08 00:00:00;"Julho";2023
"89174581-2023";"Posse e uso";"Recreio";2023-07-08 00:00:00;"Julho";2023
"30302861-2023";"Furto";"Austin";2023-07-08 00:00:00;"Julho";2023
"28558311-2023";"Apreensão de material";"Barra";2023-07-08 00:00:00;"Julho";2023
"07671471-2023";"Receptação";"Miguel Couto";2023-07-08 00:00:00;"Julho";2023
"61197341-2023";"Apreensão de veículo";"Seropédica";2023-07-08 00:00:00;"Julho";2023
"23020051-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-07-08 00:00:00;"Julho";2023
"84016651-2023";"Posse e uso";"Campos";2023-07-08 00:00:00;"Julho";2023
"77365451-2023";"Posse e uso";"Campos";2023-07-08 00:00:00;"Julho";2023
"67890421-2023";"Posse e uso";"Barra";2023-07-08 00:00:00;"Julho";2023
"40841903-2023";"Posse e uso";"Miguel Pereira";2023-07-08 00:00:00;"Julho";2023
"36818291-2023";"Apreensão de veículo";"Austin";2023-07-08 00:00:00;"Julho";2023
"51049031-2023";"Furto";"Macaé";2023-07-08 00:00:00;"Julho";2023
"83471411-2023";"Apreensão de veículo";"Austin";2023-07-08 00:00:00;"Julho";2023
"44901761-2023";"Direção perigosa";"Teresópolis";2023-07-08 00:00:00;"Julho";2023
